strategy,model_variant,metric,mean,median,std,min,max,valid_split_count,tie_policy
reduced_formula_group,ridge_log1p,enrichment_factor_at_10pct,2.0262271720900387,1.6230070153061225,1.5090976083416192,0.0,4.741020793950851,10,sort by metric ascending then material_id for deterministic metric calculation
reduced_formula_group,ridge_log1p,exact_zero_target_recall_at_10pct,0.2785618938851697,0.26354679802955666,0.11565303515633078,0.125,0.48148148148148145,10,sort by metric ascending then material_id for deterministic metric calculation
reduced_formula_group,ridge_log1p,precision_at_20pct,0.44708013203055463,0.4365079365079365,0.06963992565315454,0.37037037037037035,0.6304347826086957,10,sort by metric ascending then material_id for deterministic metric calculation
reduced_formula_group,ridge_log1p,recall_at_20pct,0.44708013203055463,0.4365079365079365,0.06963992565315454,0.37037037037037035,0.6304347826086957,10,sort by metric ascending then material_id for deterministic metric calculation
reduced_formula_group,ridge_log1p,enrichment_factor_at_20pct,2.204738083417804,2.1540590197297753,0.35250217790743144,1.8381344307270233,3.12476370510397,10,sort by metric ascending then material_id for deterministic metric calculation
reduced_formula_group,ridge_log1p,exact_zero_target_recall_at_20pct,0.46967808197549576,0.4724702380952381,0.09116700138637832,0.3333333333333333,0.6666666666666666,10,sort by metric ascending then material_id for deterministic metric calculation
reduced_formula_group,ridge_raw,target_treatment,,,,,,0,sort by metric ascending then material_id for deterministic metric calculation
reduced_formula_group,ridge_raw,precision_at_10pct,0.21151325219403022,0.19047619047619047,0.10111871871669867,0.07142857142857142,0.43478260869565216,10,sort by metric ascending then material_id for deterministic metric calculation
reduced_formula_group,ridge_raw,recall_at_10pct,0.21151325219403022,0.19047619047619047,0.10111871871669867,0.07142857142857142,0.43478260869565216,10,sort by metric ascending then material_id for deterministic metric calculation
reduced_formula_group,ridge_raw,enrichment_factor_at_10pct,2.058651389723409,1.8340891912320483,1.0122495332308492,0.6836734693877551,4.310018903591683,10,sort by metric ascending then material_id for deterministic metric calculation
reduced_formula_group,ridge_raw,exact_zero_target_recall_at_10pct,0.2539579438760473,0.23443223443223443,0.07955336739367007,0.16666666666666666,0.4444444444444444,10,sort by metric ascending then material_id for deterministic metric calculation
reduced_formula_group,ridge_raw,precision_at_20pct,0.3925784861370669,0.3693957115009746,0.06553493072693597,0.3333333333333333,0.5434782608695652,10,sort by metric ascending then material_id for deterministic metric calculation
reduced_formula_group,ridge_raw,recall_at_20pct,0.3925784861370669,0.3693957115009746,0.06553493072693597,0.3333333333333333,0.5434782608695652,10,sort by metric ascending then material_id for deterministic metric calculation
reduced_formula_group,ridge_raw,enrichment_factor_at_20pct,1.9364460547368931,1.8157245498614958,0.33416112970043993,1.654320987654321,2.6937618147448017,10,sort by metric ascending then material_id for deterministic metric calculation
reduced_formula_group,ridge_raw,exact_zero_target_recall_at_20pct,0.433269234277855,0.41428571428571426,0.0916814035858033,0.3333333333333333,0.6296296296296297,10,sort by metric ascending then material_id for deterministic metric calculation
