member_name,member_type,parsed_date,compressed_size,uncompressed_size,valid_daily_csv,inclusion_status,exclusion_reason,duplicate_date_status,schema_status,notes
2013/2013-07-01.csv,valid_daily_csv,2013-07-01,366684,3551756,True,included,,unique_date,compatible,
2013/2013-07-02.csv,valid_daily_csv,2013-07-02,367216,3551717,True,included,,unique_date,compatible,
2013/2013-07-03.csv,valid_daily_csv,2013-07-03,365057,3538403,True,included,,unique_date,compatible,
2013/2013-07-04.csv,valid_daily_csv,2013-07-04,366159,3545595,True,included,,unique_date,compatible,
2013/2013-07-05.csv,valid_daily_csv,2013-07-05,364818,3539456,True,included,,unique_date,compatible,
2013/2013-07-06.csv,valid_daily_csv,2013-07-06,363442,3526473,True,included,,unique_date,compatible,
2013/2013-07-07.csv,valid_daily_csv,2013-07-07,363020,3526356,True,included,,unique_date,compatible,
2013/2013-07-08.csv,valid_daily_csv,2013-07-08,363841,3526578,True,included,,unique_date,compatible,
2013/2013-07-09.csv,valid_daily_csv,2013-07-09,366077,3539245,True,included,,unique_date,compatible,
2013/2013-07-10.csv,valid_daily_csv,2013-07-10,365793,3539233,True,included,,unique_date,compatible,
2013/2013-07-11.csv,valid_daily_csv,2013-07-11,366316,3545805,True,included,,unique_date,compatible,
2013/2013-07-12.csv,valid_daily_csv,2013-07-12,365647,3539534,True,included,,unique_date,compatible,
2013/2013-07-13.csv,valid_daily_csv,2013-07-13,364643,3533097,True,included,,unique_date,compatible,
2013/2013-07-14.csv,valid_daily_csv,2013-07-14,364629,3532916,True,included,,unique_date,compatible,
2013/2013-07-15.csv,valid_daily_csv,2013-07-15,364655,3533112,True,included,,unique_date,compatible,
2013/2013-07-16.csv,valid_daily_csv,2013-07-16,364519,3533020,True,included,,unique_date,compatible,
2013/2013-07-17.csv,valid_daily_csv,2013-07-17,364495,3533243,True,included,,unique_date,compatible,
2013/2013-07-18.csv,valid_daily_csv,2013-07-18,365067,3533227,True,included,,unique_date,compatible,
2013/2013-07-19.csv,valid_daily_csv,2013-07-19,363228,3520049,True,included,,unique_date,compatible,
2013/2013-07-20.csv,valid_daily_csv,2013-07-20,363986,3526456,True,included,,unique_date,compatible,
2013/2013-07-21.csv,valid_daily_csv,2013-07-21,363574,3519501,True,included,,unique_date,compatible,
2013/2013-07-22.csv,valid_daily_csv,2013-07-22,363702,3519468,True,included,,unique_date,compatible,
2013/2013-07-23.csv,valid_daily_csv,2013-07-23,373494,3604137,True,included,,unique_date,compatible,
2013/2013-07-24.csv,valid_daily_csv,2013-07-24,374905,3610736,True,included,,unique_date,compatible,
2013/2013-07-25.csv,valid_daily_csv,2013-07-25,374507,3610730,True,included,,unique_date,compatible,
2013/2013-07-26.csv,valid_daily_csv,2013-07-26,374752,3610937,True,included,,unique_date,compatible,
2013/2013-07-27.csv,valid_daily_csv,2013-07-27,374884,3611205,True,included,,unique_date,compatible,
2013/2013-07-28.csv,valid_daily_csv,2013-07-28,375266,3611302,True,included,,unique_date,compatible,
2013/2013-07-29.csv,valid_daily_csv,2013-07-29,374948,3611177,True,included,,unique_date,compatible,
2013/2013-07-30.csv,valid_daily_csv,2013-07-30,375070,3611403,True,included,,unique_date,compatible,
2013/2013-07-31.csv,valid_daily_csv,2013-07-31,374480,3604395,True,included,,unique_date,compatible,
