split_strategy,model_variant,stratum_type,stratum_value,row_count,coverage,mae,median_absolute_error,rmse,bias,spearman,negative_prediction_rate
random,histogram_gradient_boosting_raw,domain_distance,out_of_domain,74,0.04404761904761905,0.12681531776977945,0.08293046591340045,0.18439811707984366,0.050045685264489895,0.02695007327512855,0.02702702702702703
random,ridge_log1p,domain_distance,boundary,71,0.042261904761904764,0.06969283137828347,0.0411455895485973,0.10527551343195349,-0.008189217390098012,0.33258488218820886,0.19718309859154928
random,ridge_log1p,domain_distance,in_domain,1535,0.9136904761904762,0.11176427897592217,0.0560220757705896,0.3882792079313153,-0.022512095658776533,0.37241193800017064,0.024755700325732898
random,ridge_log1p,domain_distance,out_of_domain,74,0.04404761904761905,0.10325477590178953,0.0666556811863129,0.14768237503500606,0.03144842734343717,0.19883098339859695,0.1891891891891892
random,ridge_raw,domain_distance,boundary,71,0.042261904761904764,0.07777052970944073,0.0416124218422588,0.11971499637874296,-0.003625441979590049,0.3130993128330428,0.36619718309859156
random,ridge_raw,domain_distance,in_domain,1535,0.9136904761904762,0.13768786961896218,0.0787289808209338,0.3906158619923677,0.007562775846862844,0.29679617511338796,0.06123778501628664
random,ridge_raw,domain_distance,out_of_domain,74,0.04404761904761905,0.12907862146225177,0.09129609173460175,0.18624375980241425,0.05853419406046629,0.1263145655010819,0.22972972972972974
reduced_formula_group,dummy_median,domain_distance,boundary,143,0.08578284343131373,0.09792401582496772,0.0483094696473264,0.17747438707899407,-0.057285598087467866,-0.07067683660076662,0.0
reduced_formula_group,dummy_median,domain_distance,in_domain,1377,0.8260347930413917,0.10969186084937667,0.0382879322006548,0.49213517723977285,-0.07802384807542201,-0.08028824736812804,0.0
reduced_formula_group,dummy_median,domain_distance,out_of_domain,147,0.08818236352729454,0.09825590726918063,0.0483094696473264,0.17333391852940686,-0.06840451389921026,-0.06363744625325292,0.0
reduced_formula_group,histogram_gradient_boosting_log1p,domain_distance,boundary,143,0.08578284343131373,0.08696262764175401,0.0522366221891744,0.1501659538561129,-0.015277224559837013,0.5466338111404084,0.03496503496503497
reduced_formula_group,histogram_gradient_boosting_log1p,domain_distance,in_domain,1377,0.8260347930413917,0.10773279774244478,0.0304899972985853,0.48571473875675836,-0.05067538804311552,0.4498584023607165,0.053013798111837325
reduced_formula_group,histogram_gradient_boosting_log1p,domain_distance,out_of_domain,147,0.08818236352729454,0.09196786929613922,0.0593114049999998,0.14556591269762933,-0.009568552805759039,0.48073564672895486,0.08843537414965986
reduced_formula_group,histogram_gradient_boosting_raw,domain_distance,boundary,143,0.08578284343131373,0.10291777310098756,0.065791601720369,0.16780999046608003,0.0048320241117937165,0.4172568993725921,0.04895104895104895
reduced_formula_group,histogram_gradient_boosting_raw,domain_distance,in_domain,1377,0.8260347930413917,0.12044543720500872,0.0403823673237828,0.4844381798516566,-0.038685038889804124,0.385847477927341,0.06681190994916485
reduced_formula_group,histogram_gradient_boosting_raw,domain_distance,out_of_domain,147,0.08818236352729454,0.10363681931702644,0.0633576405157261,0.1546891369444417,0.004347694392060699,0.40180723389279693,0.10884353741496598
reduced_formula_group,ridge_log1p,domain_distance,boundary,143,0.08578284343131373,0.09115273906105072,0.0506365810764849,0.15844752229530526,-0.018053255035392415,0.5312511042713891,0.1048951048951049
reduced_formula_group,ridge_log1p,domain_distance,in_domain,1377,0.8260347930413917,0.12569740351316966,0.0572390339849181,0.4829443100497351,-0.030568507414253755,0.3491582494045879,0.025417574437182282
reduced_formula_group,ridge_log1p,domain_distance,out_of_domain,147,0.08818236352729454,0.10182261138605607,0.0677799198778515,0.15632807287722206,0.00028096853850543836,0.4746039468286707,0.1564625850340136
reduced_formula_group,ridge_raw,domain_distance,boundary,143,0.08578284343131373,0.10134541641970941,0.0629694358198489,0.16378852991173326,0.002422782863372435,0.46953087223066936,0.18181818181818182
reduced_formula_group,ridge_raw,domain_distance,in_domain,1377,0.8260347930413917,0.15546672298487835,0.0801066295484776,0.48599863171009783,0.0038642579749847963,0.2915870906782788,0.05737109658678286
